top left x,top left y,bottom right x,bottom right y,angle,distance
77.25,31.25,152.25,106.25,-21.796460177,75.7931181426
37.5,31.25,112.5,106.25,-26.017699115,78.1243529224
46.75,31.25,121.75,106.25,-25.0353982301,77.5516592219
76.5,31.25,151.5,106.25,-21.8761061947,75.8339006249
41.25,31.25,116.25,106.25,-25.6194690265,77.8900329462
1.25,31.25,76.25,106.25,-29.8672566372,80.5349118944
16.5,31.25,91.5,106.25,-28.2477876106,79.4893424571
81,31.25,156,106.25,-21.3982300885,75.5911135391
55.75,31.25,130.75,106.25,-24.0796460177,77.0117376605
1.75,31.25,76.75,106.25,-29.814159292,80.4999278872
7.25,31.25,82.25,106.25,-29.2300884956,80.1182245708
10.25,31.25,85.25,106.25,-28.9115044248,79.912453076
81.75,31.25,156.75,106.25,-21.3185840708,75.5510956083
44.25,31.25,119.25,106.25,-25.3008849558,77.7046805917
41.25,31.25,116.25,106.25,-25.6194690265,77.8900329462
78.5,31.25,153.5,106.25,-21.6637168142,75.7254294726
64.5,31.25,139.5,106.25,-23.1504424779,76.5035132024
32.75,31.25,107.75,106.25,-26.5221238938,78.4253140067
29.75,31.25,104.75,106.25,-26.8407079646,78.6177656376
27.25,31.25,102.25,106.25,-27.1061946903,78.7795324867
20.75,31.25,95.75,106.25,-27.796460177,79.205984043
66.75,31.25,141.75,106.25,-22.9115044248,76.3755287744
32.75,31.25,107.75,106.25,-26.5221238938,78.4253140067
61,31.25,136,106.25,-23.5221238938,76.7048057307
46,31.25,121,106.25,-25.1150442478,77.5974277646
26,31.25,101,106.25,-27.2389380531,78.8608873201
20.25,31.25,95.25,106.25,-27.8495575221,79.23913572
58.75,31.25,133.75,106.25,-23.7610619469,76.8356174914
30.5,31.25,105.5,106.25,-26.7610619469,78.5694816243
12.75,31.25,87.75,106.25,-28.6460176991,79.742299719
71,31.25,146,106.25,-22.4601769912,76.1368306316
62.5,31.25,137.5,106.25,-23.3628318584,76.6182097583
37,31.25,112,106.25,-26.0707964602,78.1558150599
74.75,31.25,149.75,106.25,-22.0619469027,75.929552158
58,31.25,133,106.25,-23.8407079646,76.8794653265
64.75,31.25,139.75,106.25,-23.1238938053,76.4892377582
17.5,31.25,92.5,106.25,-28.1415929204,79.422350642
75.75,31.25,150.75,106.25,-21.9557522124,75.8748098174
45.25,31.25,120.25,106.25,-25.1946902655,77.6433145732
55.75,31.25,130.75,106.25,-24.0796460177,77.0117376605
60.5,31.25,135.5,106.25,-23.5752212389,76.7337799751
67,31.25,142,106.25,-22.8849557522,76.3613770876
11.5,31.25,86.5,106.25,-28.7787610619,79.8272255229
59.25,31.25,134.25,106.25,-23.7079646018,76.8064532654
1.5,31.25,76.5,106.25,-29.8407079646,80.5174140097
72.25,31.25,147.25,106.25,-22.3274336283,76.0673887483
72.25,31.25,147.25,106.25,-22.3274336283,76.0673887483
39.25,31.25,114.25,106.25,-25.8318584071,78.0146414607
3.25,31.25,78.25,106.25,-29.6548672566,80.3952585889
5.5,31.25,80.5,106.25,-29.4159292035,80.2390527352
22.25,31.25,97.25,106.25,-27.6371681416,79.106825809
69.75,31.25,144.75,106.25,-22.592920354,76.2066203029
10.25,31.25,85.25,106.25,-28.9115044248,79.912453076
83.25,31.25,158.25,106.25,-21.1592920354,75.4714443651
39.75,31.25,114.75,106.25,-25.7787610619,77.9834115909
13.25,31.25,88.25,106.25,-28.592920354,79.7084141034
18.5,31.25,93.5,106.25,-28.0353982301,79.3555549149
22.25,31.25,97.25,106.25,-27.6371681416,79.106825809
40.5,31.25,115.5,106.25,-25.6991150442,77.9366639044
43.5,31.25,118.5,106.25,-25.3805309735,77.7508425391
24,31.25,99,106.25,-27.4513274336,78.9917056447
71.5,31.25,146.5,106.25,-22.407079646,76.1090120903
60.5,31.25,135.5,106.25,-23.5752212389,76.7337799751
13.25,31.25,88.25,106.25,-28.592920354,79.7084141034
65.25,31.25,140.25,106.25,-23.0707964602,76.460728038
27,31.25,102,106.25,-27.1327433628,78.7957783685
62.5,31.25,137.5,106.25,-23.3628318584,76.6182097583
5.5,31.25,80.5,106.25,-29.4159292035,80.2390527352
29.75,31.25,104.75,106.25,-26.8407079646,78.6177656376
75,31.25,150,106.25,-22.0353982301,75.9158455152
66,31.25,141,106.25,-22.9911504425,76.418066493
43,31.25,118,106.25,-25.4336283186,77.7816824988
0,31.25,75,106.25,-30,80.622577483
81,31.25,156,106.25,-21.3982300885,75.5911135391
58,31.25,133,106.25,-23.8407079646,76.8794653265
0.5,31.25,75.5,106.25,-29.9469026549,80.5874760451
79.25,31.25,154.25,106.25,-21.5840707965,75.684985884
47.5,31.25,122.5,106.25,-24.9557522124,77.5060091547
63,31.25,138,106.25,-23.3097345133,76.5894535598
33.75,31.25,108.75,106.25,-26.4159292035,78.3615701242
2.5,31.25,77.5,106.25,-29.7345132743,80.44754017
71.5,31.25,146.5,106.25,-22.407079646,76.1090120903
12.5,31.25,87.5,106.25,-28.6725663717,79.7592606935
68.75,31.25,143.75,106.25,-22.6991150442,76.2627018059
77,31.25,152,106.25,-21.8230088496,75.8066982118
23.75,31.25,98.75,106.25,-27.4778761062,79.0081140734
8.5,31.25,83.5,106.25,-29.0973451327,80.032276753
46.75,31.25,121.75,106.25,-25.0353982301,77.5516592219
67,31.25,142,106.25,-22.8849557522,76.3613770876
41.25,31.25,116.25,106.25,-25.6194690265,77.8900329462
39.75,31.25,114.75,106.25,-25.7787610619,77.9834115909
67,31.25,142,106.25,-22.8849557522,76.3613770876
44.25,31.25,119.25,106.25,-25.3008849558,77.7046805917
55.5,31.25,130.5,106.25,-24.1061946903,77.0265019033
57.75,31.25,132.75,106.25,-23.8672566372,76.8941083064
25.5,31.25,100.5,106.25,-27.2920353982,78.8935169417
80.5,31.25,155.5,106.25,-21.4513274336,75.6178632472
80,31.25,155,106.25,-21.5044247788,75.644669755
40.75,31.25,115.75,106.25,-25.6725663717,77.9211072715
33.5,31.25,108.5,106.25,-26.4424778761,78.3774869743
68.25,31.25,143.25,106.25,-22.7522123894,76.2908256446
74.5,31.25,149.5,106.25,-22.0884955752,75.9432728265
41,31.25,116,106.25,-25.6460176991,77.9055636162
78,31.25,153,106.25,-21.7168141593,75.7524625751
43,31.25,118,106.25,-25.4336283186,77.7816824988
29.75,31.25,104.75,106.25,-26.8407079646,78.6177656376
54.75,31.25,129.75,106.25,-24.185840708,77.0708752109
12,31.25,87,106.25,-28.7256637168,79.7932189374
82.5,31.25,157.5,106.25,-21.2389380531,75.5112058159
27.5,31.25,102.5,106.25,-27.0796460177,78.7632991628
76.5,31.25,151.5,106.25,-21.8761061947,75.8339006249
81.25,31.25,156.25,106.25,-21.3716814159,75.5777600038
61.25,31.25,136.25,106.25,-23.4955752212,76.6903390117
0.5,31.25,75.5,106.25,-29.9469026549,80.5874760451
41.5,31.25,116.5,106.25,-25.592920354,77.8745152693
25.75,31.25,100.75,106.25,-27.2654867257,78.8771958752
4,31.25,79,106.25,-29.5752212389,80.3430833511
23.25,31.25,98.25,106.25,-27.5309734513,79.0409682709
4.75,31.25,79.75,106.25,-29.4955752212,80.2910146641
84,31.25,159,106.25,-21.0796460177,75.4318114589
12,31.25,87,106.25,-28.7256637168,79.7932189374
75,31.25,150,106.25,-22.0353982301,75.9158455152
21.75,31.25,96.75,106.25,-27.6902654867,79.1398290255
5.75,31.25,80.75,106.25,-29.389380531,80.2217558521
30,31.25,105,106.25,-26.814159292,78.6016583205
10.75,31.25,85.75,106.25,-28.8584070796,79.8783259066
56.25,31.25,131.25,106.25,-24.0265486726,76.9822495109
53,31.25,128,106.25,-24.3716814159,77.1748819822
23.25,31.25,98.25,106.25,-27.5309734513,79.0409682709
24,31.25,99,106.25,-27.4513274336,78.9917056447
26.5,31.25,101.5,106.25,-27.185840708,78.828307775
59,31.25,134,106.25,-23.7345132743,76.8210286068
47.5,31.25,122.5,106.25,-24.9557522124,77.5060091547
37,31.25,112,106.25,-26.0707964602,78.1558150599
12.5,31.25,87.5,106.25,-28.6725663717,79.7592606935
65.5,31.25,140.5,106.25,-23.0442477876,76.4464937773
18,31.25,93,106.25,-28.0884955752,79.3889282365
27,31.25,102,106.25,-27.1327433628,78.7957783685
77,31.25,152,106.25,-21.8230088496,75.8066982118
58.25,31.25,133.25,106.25,-23.814159292,76.8648358589
44,31.25,119,106.25,-25.3274336283,77.7200548315
43,31.25,118,106.25,-25.4336283186,77.7816824988
30.25,31.25,105.25,106.25,-26.7876106195,78.5855636468
81,31.25,156,106.25,-21.3982300885,75.5911135391
15.25,31.25,90.25,106.25,-28.3805309735,79.57335722
21.5,31.25,96.5,106.25,-27.7168141593,79.1563492184
36,31.25,111,106.25,-26.1769911504,78.218893605
62.25,31.25,137.25,106.25,-23.389380531,76.6326083379
72.5,31.25,147.5,106.25,-22.3008849558,76.0535421901
56,31.25,131,106.25,-24.0530973451,76.9969868605
64.25,31.25,139.25,106.25,-23.1769911504,76.517802359
19.75,31.25,94.75,106.25,-27.9026548673,79.2723367598
18.25,31.25,93.25,106.25,-28.0619469027,79.3722354364
54.25,31.25,129.25,106.25,-24.2389380531,77.1005244881
40.75,31.25,115.75,106.25,-25.6725663717,77.9211072715
66.5,31.25,141.5,106.25,-22.9380530973,76.3896942426
85,31.25,160,106.25,-20.9734513274,75.3791678924
25,31.25,100,106.25,-27.3451327434,78.9261965777
24.5,31.25,99.5,106.25,-27.3982300885,78.9589261661
12.5,31.25,87.5,106.25,-28.6725663717,79.7592606935
32.5,31.25,107.5,106.25,-26.5486725664,78.4412818189
65,31.25,140,106.25,-23.0973451327,76.4749760342
65,31.25,140,106.25,-23.0973451327,76.4749760342
0.5,31.25,75.5,106.25,-29.9469026549,80.5874760451
20.25,31.25,95.25,106.25,-27.8495575221,79.23913572
21.75,31.25,96.75,106.25,-27.6902654867,79.1398290255
50.75,31.25,125.75,106.25,-24.610619469,77.3095663553
62.5,31.25,137.5,106.25,-23.3628318584,76.6182097583
37,31.25,112,106.25,-26.0707964602,78.1558150599
20.5,31.25,95.5,106.25,-27.8230088496,79.2225537072
16.75,31.25,91.75,106.25,-28.2212389381,79.4725761471
40,31.25,115,106.25,-25.7522123894,77.9678160719
79.25,31.25,154.25,106.25,-21.5840707965,75.684985884
42.5,31.25,117.5,106.25,-25.4867256637,77.8125746485
35.5,31.25,110.5,106.25,-26.2300884956,78.2505098881
43.25,31.25,118.25,106.25,-25.407079646,77.7662559914
5.75,31.25,80.75,106.25,-29.389380531,80.2217558521
34.75,31.25,109.75,106.25,-26.3097345133,78.2980304013
49.5,31.25,124.5,106.25,-24.7433628319,77.3848564483
68,31.25,143,106.25,-22.7787610619,76.3049083089
5.25,31.25,80.25,106.25,-29.4424778761,80.2563615033
17,31.25,92,106.25,-28.1946902655,79.4558220695
72.25,31.25,147.25,106.25,-22.3274336283,76.0673887483
44.75,31.25,119.75,106.25,-25.2477876106,77.6739713787
21.25,31.25,96.25,106.25,-27.7433628319,79.1728817908
24.5,31.25,99.5,106.25,-27.3982300885,78.9589261661
41.25,31.25,116.25,106.25,-25.6194690265,77.8900329462
2.25,31.25,77.25,106.25,-29.7610619469,80.4649909597
84.5,31.25,159.5,106.25,-21.0265486726,75.4054610351
42,31.25,117,106.25,-25.5398230088,77.8435189261
33,31.25,108,106.25,-26.4955752212,78.4093589233
62.25,31.25,137.25,106.25,-23.389380531,76.6326083379
41.5,31.25,116.5,106.25,-25.592920354,77.8745152693
41.75,31.25,116.75,106.25,-25.5663716814,77.8590105934
79,31.25,154,106.25,-21.610619469,75.6984529281
60.5,31.25,135.5,106.25,-23.5752212389,76.7337799751
71,31.25,146,106.25,-22.4601769912,76.1368306316
36.75,31.25,111.75,106.25,-26.0973451327,78.1715654241
22.25,31.25,97.25,106.25,-27.6371681416,79.106825809
4,31.25,79,106.25,-29.5752212389,80.3430833511
16.5,31.25,91.5,106.25,-28.2477876106,79.4893424571
7.75,31.25,82.75,106.25,-29.1769911504,80.083809573
42.25,31.25,117.25,106.25,-25.5132743363,77.8280402752
65,31.25,140,106.25,-23.0973451327,76.4749760342
52.5,31.25,127.5,106.25,-24.4247787611,77.2047185377
32.25,31.25,107.25,106.25,-26.5752212389,78.4572623523
32.75,31.25,107.75,106.25,-26.5221238938,78.4253140067
59.5,31.25,134.5,106.25,-23.6814159292,76.7918914749
60.25,31.25,135.25,106.25,-23.6017699115,76.7482874853
59,31.25,134,106.25,-23.7345132743,76.8210286068
6.75,31.25,81.75,106.25,-29.2831858407,80.1526873243
85,31.25,160,106.25,-20.9734513274,75.3791678924
59,31.25,134,106.25,-23.7345132743,76.8210286068
1.5,31.25,76.5,106.25,-29.8407079646,80.5174140097
41.75,31.25,116.75,106.25,-25.5663716814,77.8590105934
19,31.25,94,106.25,-27.982300885,79.3222307393
8.5,31.25,83.5,106.25,-29.0973451327,80.032276753
10.25,31.25,85.25,106.25,-28.9115044248,79.912453076
8.75,31.25,83.75,106.25,-29.0707964602,80.0151230909
59,31.25,134,106.25,-23.7345132743,76.8210286068
59,31.25,134,106.25,-23.7345132743,76.8210286068
76,31.25,151,106.25,-21.9292035398,75.8611593536
30.25,31.25,105.25,106.25,-26.7876106195,78.5855636468
51.75,31.25,126.75,106.25,-24.5044247788,77.2495734183
77.75,31.25,152.75,106.25,-21.7433628319,75.7660003166
73.75,31.25,148.75,106.25,-22.1681415929,75.9845189108
19,31.25,94,106.25,-27.982300885,79.3222307393
10.75,31.25,85.75,106.25,-28.8584070796,79.8783259066
25.5,31.25,100.5,106.25,-27.2920353982,78.8935169417
20.75,31.25,95.75,106.25,-27.796460177,79.205984043
81.5,31.25,156.5,106.25,-21.3451327434,75.564420691
59.75,31.25,134.75,106.25,-23.6548672566,76.7773432428
72.25,31.25,147.25,106.25,-22.3274336283,76.0673887483
82.5,31.25,157.5,106.25,-21.2389380531,75.5112058159
76.75,31.25,151.75,106.25,-21.8495575221,75.8202923751
1,31.25,76,106.25,-29.8938053097,80.5524215336
73.75,31.25,148.75,106.25,-22.1681415929,75.9845189108
29.75,31.25,104.75,106.25,-26.8407079646,78.6177656376
72.75,31.25,147.75,106.25,-22.2743362832,76.0397095892
32.75,31.25,107.75,106.25,-26.5221238938,78.4253140067
62.25,31.25,137.25,106.25,-23.389380531,76.6326083379
50.25,31.25,125.25,106.25,-24.6637168142,77.3396425827
13.5,31.25,88.5,106.25,-28.5663716814,79.6914894778
74.5,31.25,149.5,106.25,-22.0884955752,75.9432728265
47.5,31.25,122.5,106.25,-24.9557522124,77.5060091547
7,31.25,82,106.25,-29.2566371681,80.1354499819
48,31.25,123,106.25,-24.9026548673,77.4756416997
57.75,31.25,132.75,106.25,-23.8672566372,76.8941083064
41,31.25,116,106.25,-25.6460176991,77.9055636162
56.5,31.25,131.5,106.25,-24,76.9675256196
67.5,31.25,142.5,106.25,-22.8318584071,76.3331150893
63,31.25,138,106.25,-23.3097345133,76.5894535598
55.75,31.25,130.75,106.25,-24.0796460177,77.0117376605
30,31.25,105,106.25,-26.814159292,78.6016583205
41.25,31.25,116.25,106.25,-25.6194690265,77.8900329462
70,31.25,145,106.25,-22.5663716814,76.1926345914
60.25,31.25,135.25,106.25,-23.6017699115,76.7482874853
65.25,31.25,140.25,106.25,-23.0707964602,76.460728038
17.75,31.25,92.75,106.25,-28.1150442478,79.4056333076
50.75,31.25,125.75,106.25,-24.610619469,77.3095663553
17.75,31.25,92.75,106.25,-28.1150442478,79.4056333076
21.75,31.25,96.75,106.25,-27.6902654867,79.1398290255
35.25,31.25,110.25,106.25,-26.2566371681,78.2663372552
14.5,31.25,89.5,106.25,-28.4601769912,79.62391237
51.25,31.25,126.25,106.25,-24.5575221239,77.2795432798
8,31.25,83,106.25,-29.1504424779,80.0666200017
22.75,31.25,97.75,106.25,-27.5840707965,79.0738722035
28.25,31.25,103.25,106.25,-27,78.7146746166
12.25,31.25,87.25,106.25,-28.6991150442,79.7762337689
22.75,31.25,97.75,106.25,-27.5840707965,79.0738722035
5.25,31.25,80.25,106.25,-29.4424778761,80.2563615033
59.75,31.25,134.75,106.25,-23.6548672566,76.7773432428
31.25,31.25,106.25,106.25,-26.6814159292,78.5213115415
43.5,31.25,118.5,106.25,-25.3805309735,77.7508425391
45.25,31.25,120.25,106.25,-25.1946902655,77.6433145732
1,31.25,76,106.25,-29.8938053097,80.5524215336
47.25,31.25,122.25,106.25,-24.982300885,77.5212126669
42.75,31.25,117.75,106.25,-25.4601769912,77.7971220538
1.75,31.25,76.75,106.25,-29.814159292,80.4999278872
75.25,31.25,150.25,106.25,-22.0088495575,75.9021529057
27,31.25,102,106.25,-27.1327433628,78.7957783685
4.5,31.25,79.5,106.25,-29.5221238938,80.3083590413
25.75,31.25,100.75,106.25,-27.2654867257,78.8771958752
13.25,31.25,88.25,106.25,-28.592920354,79.7084141034
61.5,31.25,136.5,106.25,-23.4690265487,76.6758859053
81.5,31.25,156.5,106.25,-21.3451327434,75.564420691
7.75,31.25,82.75,106.25,-29.1769911504,80.083809573
60.5,31.25,135.5,106.25,-23.5752212389,76.7337799751
68.75,31.25,143.75,106.25,-22.6991150442,76.2627018059
53.25,31.25,128.25,106.25,-24.3451327434,77.159983737
72.5,31.25,147.5,106.25,-22.3008849558,76.0535421901
77.75,31.25,152.75,106.25,-21.7433628319,75.7660003166
51,31.25,126,106.25,-24.5840707965,77.2945481697
28.25,31.25,103.25,106.25,-27,78.7146746166
25.25,31.25,100.25,106.25,-27.3185840708,78.9098505118
75,31.25,150,106.25,-22.0353982301,75.9158455152
43,31.25,118,106.25,-25.4336283186,77.7816824988
50,31.25,125,106.25,-24.6902654867,77.3547006091
45.5,31.25,120.5,106.25,-25.1681415929,77.6280058426
18,31.25,93,106.25,-28.0884955752,79.3889282365
27,31.25,102,106.25,-27.1327433628,78.7957783685
64.75,31.25,139.75,106.25,-23.1238938053,76.4892377582
46.25,31.25,121.25,106.25,-25.0884955752,77.5821584327
22.25,31.25,97.25,106.25,-27.6371681416,79.106825809
73.75,31.25,148.75,106.25,-22.1681415929,75.9845189108
7.5,31.25,82.5,106.25,-29.203539823,80.1010110986
24.5,31.25,99.5,106.25,-27.3982300885,78.9589261661
28.75,31.25,103.75,106.25,-26.9469026549,78.6823211847
64.75,31.25,139.75,106.25,-23.1238938053,76.4892377582
4.5,31.25,79.5,106.25,-29.5221238938,80.3083590413
31,31.25,106,106.25,-26.7079646018,78.5373555639
50.5,31.25,125.5,106.25,-24.6371681416,77.3245978289
42.5,31.25,117.5,106.25,-25.4867256637,77.8125746485
9.75,31.25,84.75,106.25,-28.9646017699,79.946628371
0.75,31.25,75.75,106.25,-29.9203539823,80.5699429197
79,31.25,154,106.25,-21.610619469,75.6984529281
12,31.25,87,106.25,-28.7256637168,79.7932189374
16,31.25,91,106.25,-28.3008849558,79.5229117428
9.5,31.25,84.5,106.25,-28.9911504425,79.9637340463
58.5,31.25,133.5,106.25,-23.7876106195,76.8502199113
1,31.25,76,106.25,-29.8938053097,80.5524215336
63.5,31.25,138.5,106.25,-23.2566371681,76.5607520266
9.75,31.25,84.75,106.25,-28.9646017699,79.946628371
22.25,31.25,97.25,106.25,-27.6371681416,79.106825809
80,31.25,155,106.25,-21.5044247788,75.644669755
67.75,31.25,142.75,106.25,-22.8053097345,76.319004793
19.5,31.25,94.5,106.25,-27.9292035398,79.2889557714
65.75,31.25,140.75,106.25,-23.017699115,76.4322732597
63.75,31.25,138.75,106.25,-23.2300884956,76.5464217788
68.75,31.25,143.75,106.25,-22.6991150442,76.2627018059
23.5,31.25,98.5,106.25,-27.5044247788,79.0245349514
42.75,31.25,117.75,106.25,-25.4601769912,77.7971220538
6,31.25,81,106.25,-29.3628318584,80.2044708618
44.75,31.25,119.75,106.25,-25.2477876106,77.6739713787
69,31.25,144,106.25,-22.6725663717,76.2486606469
1,31.25,76,106.25,-29.8938053097,80.5524215336
53.5,31.25,128.5,106.25,-24.3185840708,77.1450988573
53.25,31.25,128.25,106.25,-24.3451327434,77.159983737
11.5,31.25,86.5,106.25,-28.7787610619,79.8272255229
16.25,31.25,91.25,106.25,-28.2743362832,79.5061209915
84,31.25,159,106.25,-21.0796460177,75.4318114589
57.25,31.25,132.25,106.25,-23.9203539823,76.9234347721
22.25,31.25,97.25,106.25,-27.6371681416,79.106825809
3.5,31.25,78.5,106.25,-29.6283185841,80.3778550168
10,31.25,85,106.25,-28.9380530973,79.9295347117
46.25,31.25,121.25,106.25,-25.0884955752,77.5821584327
53.75,31.25,128.75,106.25,-24.2920353982,77.1302273508
16.75,31.25,91.75,106.25,-28.2212389381,79.4725761471
6.25,31.25,81.25,106.25,-29.3362831858,80.1871977719
3.25,31.25,78.25,106.25,-29.6548672566,80.3952585889
84.25,31.25,159.25,106.25,-21.0530973451,75.4186290906
62.75,31.25,137.75,106.25,-23.3362831858,76.6038248297
18,31.25,93,106.25,-28.0884955752,79.3889282365
61.75,31.25,136.75,106.25,-23.4424778761,76.661446419
59.25,31.25,134.25,106.25,-23.7079646018,76.8064532654
71.75,31.25,146.75,106.25,-22.3805309735,76.095123706
74.5,31.25,149.5,106.25,-22.0884955752,75.9432728265
75.75,31.25,150.75,106.25,-21.9557522124,75.8748098174
12.75,31.25,87.75,106.25,-28.6460176991,79.742299719
6,31.25,81,106.25,-29.3628318584,80.2044708618
21.5,31.25,96.5,106.25,-27.7168141593,79.1563492184
32.75,31.25,107.75,106.25,-26.5221238938,78.4253140067
84.25,31.25,159.25,106.25,-21.0530973451,75.4186290906
54.25,31.25,129.25,106.25,-24.2389380531,77.1005244881
80.25,31.25,155.25,106.25,-21.4778761062,75.6312594049
26.5,31.25,101.5,106.25,-27.185840708,78.828307775
1,31.25,76,106.25,-29.8938053097,80.5524215336
1.25,31.25,76.25,106.25,-29.8672566372,80.5349118944
34,31.25,109,106.25,-26.389380531,78.3456660341
24.5,31.25,99.5,106.25,-27.3982300885,78.9589261661
58,31.25,133,106.25,-23.8407079646,76.8794653265
63,31.25,138,106.25,-23.3097345133,76.5894535598
78,31.25,153,106.25,-21.7168141593,75.7524625751
78.25,31.25,153.25,106.25,-21.6902654867,75.7389389579
50,31.25,125,106.25,-24.6902654867,77.3547006091
29.25,31.25,104.25,106.25,-26.8938053097,78.6500181709
60.75,31.25,135.75,106.25,-23.5486725664,76.7192860544
37.25,31.25,112.25,106.25,-26.0442477876,78.1400775567
11.5,31.25,86.5,106.25,-28.7787610619,79.8272255229
77.5,31.25,152.5,106.25,-21.7699115044,75.779552175
15,31.25,90,106.25,-28.407079646,79.5901967611
16.75,31.25,91.75,106.25,-28.2212389381,79.4725761471
27.5,31.25,102.5,106.25,-27.0796460177,78.7632991628
11.25,31.25,86.25,106.25,-28.8053097345,79.8442469245
51,31.25,126,106.25,-24.5840707965,77.2945481697
56.75,31.25,131.75,106.25,-23.9734513274,76.9528151942
74.25,31.25,149.25,106.25,-22.1150442478,75.9570075132
42.25,31.25,117.25,106.25,-25.5132743363,77.8280402752
82.25,31.25,157.25,106.25,-21.2654867257,75.5244881632
9.25,31.25,84.25,106.25,-29.017699115,79.9808517299
50.5,31.25,125.5,106.25,-24.6371681416,77.3245978289
23.25,31.25,98.25,106.25,-27.5309734513,79.0409682709
36.25,31.25,111.25,106.25,-26.1504424779,78.2031047044
31.75,31.25,106.75,106.25,-26.6283185841,78.4892615513
58.75,31.25,133.75,106.25,-23.7610619469,76.8356174914
54.75,31.25,129.75,106.25,-24.185840708,77.0708752109
18.75,31.25,93.75,106.25,-28.0088495575,79.33888668
11,31.25,86,106.25,-28.8318584071,79.8612803883
21,31.25,96,106.25,-27.7699115044,79.1894267349
10,31.25,85,106.25,-28.9380530973,79.9295347117
22.5,31.25,97.5,106.25,-27.610619469,79.090342801
57,31.25,132,106.25,-23.9469026549,76.9381182424
75,31.25,150,106.25,-22.0353982301,75.9158455152
65.25,31.25,140.25,106.25,-23.0707964602,76.460728038
21.25,31.25,96.25,106.25,-27.7433628319,79.1728817908
27.75,31.25,102.75,106.25,-27.0530973451,78.7470784047
66.75,31.25,141.75,106.25,-22.9115044248,76.3755287744
50.5,31.25,125.5,106.25,-24.6371681416,77.3245978289
29.25,31.25,104.25,106.25,-26.8938053097,78.6500181709
79.75,31.25,154.75,106.25,-21.5309734513,75.6580942899
54.25,31.25,129.25,106.25,-24.2389380531,77.1005244881
71.25,31.25,146.25,106.25,-22.4336283186,76.1229144013
23.75,31.25,98.75,106.25,-27.4778761062,79.0081140734
15.25,31.25,90.25,106.25,-28.3805309735,79.57335722
45.25,31.25,120.25,106.25,-25.1946902655,77.6433145732
37,31.25,112,106.25,-26.0707964602,78.1558150599
44.5,31.25,119.5,106.25,-25.2743362832,77.6893194382
81,31.25,156,106.25,-21.3982300885,75.5911135391
12.25,31.25,87.25,106.25,-28.6991150442,79.7762337689
15.5,31.25,90.5,106.25,-28.3539823009,79.5565298648
14.75,31.25,89.75,106.25,-28.4336283186,79.6070484803
61.75,31.25,136.75,106.25,-23.4424778761,76.661446419
62.5,31.25,137.5,106.25,-23.3628318584,76.6182097583
47.5,31.25,122.5,106.25,-24.9557522124,77.5060091547
76.5,31.25,151.5,106.25,-21.8761061947,75.8339006249
79.25,31.25,154.25,106.25,-21.5840707965,75.684985884
61.5,31.25,136.5,106.25,-23.4690265487,76.6758859053
69,31.25,144,106.25,-22.6725663717,76.2486606469
21.5,31.25,96.5,106.25,-27.7168141593,79.1563492184
73,31.25,148,106.25,-22.2477876106,76.0258909532
4.75,31.25,79.75,106.25,-29.4955752212,80.2910146641
79.5,31.25,154.5,106.25,-21.5575221239,75.6715330021
3.5,31.25,78.5,106.25,-29.6283185841,80.3778550168
18.75,31.25,93.75,106.25,-28.0088495575,79.33888668
38.25,31.25,113.25,106.25,-25.9380530973,78.0772563097
18.25,31.25,93.25,106.25,-28.0619469027,79.3722354364
64.75,31.25,139.75,106.25,-23.1238938053,76.4892377582
50,31.25,125,106.25,-24.6902654867,77.3547006091
82,31.25,157,106.25,-21.2920353982,75.5377847632
24.5,31.25,99.5,106.25,-27.3982300885,78.9589261661
78.5,31.25,153.5,106.25,-21.6637168142,75.7254294726
30,31.25,105,106.25,-26.814159292,78.6016583205
35.75,31.25,110.75,106.25,-26.203539823,78.2346953355
19.75,31.25,94.75,106.25,-27.9026548673,79.2723367598
2.25,31.25,77.25,106.25,-29.7610619469,80.4649909597
38.75,31.25,113.75,106.25,-25.8849557522,78.0459230544
7.25,31.25,82.25,106.25,-29.2300884956,80.1182245708
80.25,31.25,155.25,106.25,-21.4778761062,75.6312594049
36.5,31.25,111.5,106.25,-26.1238938053,78.1873286415
76,31.25,151,106.25,-21.9292035398,75.8611593536
1.5,31.25,76.5,106.25,-29.8407079646,80.5174140097
69.25,31.25,144.25,106.25,-22.6460176991,76.2346333383
82,31.25,157,106.25,-21.2920353982,75.5377847632
79.75,31.25,154.75,106.25,-21.5309734513,75.6580942899
64.75,31.25,139.75,106.25,-23.1238938053,76.4892377582
62.5,31.25,137.5,106.25,-23.3628318584,76.6182097583
15.5,31.25,90.5,106.25,-28.3539823009,79.5565298648
60.5,31.25,135.5,106.25,-23.5752212389,76.7337799751
7,31.25,82,106.25,-29.2566371681,80.1354499819
13,31.25,88,106.25,-28.6194690265,79.7253508531
71,31.25,146,106.25,-22.4601769912,76.1368306316
27.75,31.25,102.75,106.25,-27.0530973451,78.7470784047
4,31.25,79,106.25,-29.5752212389,80.3430833511
75.25,31.25,150.25,106.25,-22.0088495575,75.9021529057
62.25,31.25,137.25,106.25,-23.389380531,76.6326083379
2,31.25,77,106.25,-29.7876106195,80.4824535347
79,31.25,154,106.25,-21.610619469,75.6984529281
37.25,31.25,112.25,106.25,-26.0442477876,78.1400775567
25.5,31.25,100.5,106.25,-27.2920353982,78.8935169417
40,31.25,115,106.25,-25.7522123894,77.9678160719
